"","term","df","sumsq","meansq","statistic","p.value","p_BH","significant"
"1","X59188_312.231_7.625_NA",6,102.928145584801,17.1546909308002,39.0126092474416,9.30482591371642e-30,8.45994772075097e-26,"Significant"
"2","X33200_260.196_4.886_NA",6,100.349620509935,16.7249367516558,36.7883038428562,1.58255831891373e-28,7.19431011778183e-25,"Significant"
"3","X57080_314.247_7.36_NA",6,90.6540838082138,15.1090139680356,29.5866467760191,3.0199883565936e-24,9.15257804604966e-21,"Significant"
"4","X21870_246.18_3.969_NA",6,87.3197847392611,14.5532974565435,27.4619824225065,6.91695542366403e-23,1.57222396779884e-19,"Significant"
"5","X80910_243.174_10.41_NA",6,83.8276385620651,13.9712730936775,25.3963462573369,1.62053333574511e-21,2.94677781771891e-18,"Significant"
"6","X55328_312.232_7.138_NA",6,83.1791340348583,13.8631890058097,25.0293260642996,2.87201857978404e-21,4.32831778578021e-18,"Significant"
"7","X76223_982.448_9.906_NA",6,82.9362382412499,13.8227063735416,24.8931351306872,3.55480843840051e-21,4.32831778578021e-18,"Significant"
"8","X55979_529.37_7.232_NA",6,82.8576062183217,13.809601036387,24.8491938397131,3.80846263597027e-21,4.32831778578021e-18,"Significant"
"9","X47253_300.195_6.208_NA",6,82.3806907253941,13.730115120899,24.5842154508118,5.77760875235483e-21,5.81738534292786e-18,"Significant"
"10","X60857_587.411_7.849_NA",6,82.2635295105609,13.7105882517602,24.5195194279231,6.39835607449171e-21,5.81738534292786e-18,"Significant"
"11","X37281_272.164_5.298_NA",6,81.1726316091898,13.528771934865,23.9245681779119,1.64448378418421e-20,1.35924059689116e-17,"Significant"
"12","X77241_1073.44_10.014_NA",6,80.072198543097,13.3453664238495,23.3377105052896,4.21395918561546e-20,3.19277640963465e-17,"Significant"
"13","X77309_1068.484_10.018_NA",6,78.6298727076465,13.1049787846078,22.5880089115904,1.42251837052816e-19,9.94887463449387e-17,"Significant"
"14","X13982_232.202_3.272_NA",6,78.4851321851398,13.08085536419,22.5139626326037,1.60558590128982e-19,1.0427133581805e-16,"Significant"
"15","X74958_901.367_9.766_NA",6,78.2950436737733,13.0491739456289,22.4170405802149,1.88173689169095e-19,1.14058345461694e-16,"Significant"
"16","X36504_214.191_5.227_NA",6,77.5975260003352,12.9329210000559,22.0645043928323,3.35963025823482e-19,1.90910989424193e-16,"Significant"
"17","X73232_815.33_9.575_NA",6,76.5549893694347,12.7591648949058,21.5465400728859,7.92701900514824e-19,4.23955628204752e-16,"Significant"
"18","X68554_370.204_8.964_NA",6,74.7921880864108,12.4653646810685,20.6943035289241,3.31391010714739e-18,1.67389281634356e-15,"Significant"
"19","X11821_178.122_3.041_NA",6,68.9688413573692,11.4948068928949,18.0730769084199,3.12371279080718e-16,1.45982585225826e-13,"Significant"
"20","X76145_987.403_9.903_NA",6,68.932380700383,11.4887301167305,18.0575388369583,3.2112315271849e-16,1.45982585225826e-13,"Significant"
"21","X55803_310.216_7.197_NA",6,68.3982876119784,11.3997146019964,17.8311039093728,4.80799089492603e-16,2.08163110555559e-13,"Significant"
"22","X66917_643.256_8.699_NA",6,68.1541165053992,11.3590194175665,17.7283115735618,5.77820530540073e-16,2.3879746653047e-13,"Significant"
"23","X61934_557.219_7.981_NA",6,67.8853117341536,11.3142186223589,17.6156712691758,7.07054912957316e-16,2.79501881243822e-13,"Significant"
"24","X63776_310.216_8.237_NA",6,67.0401649773402,11.1733608295567,17.2650435142396,1.32908740363015e-15,5.03502611408553e-13,"Significant"
"25","X60583_506.326_7.811_NA",6,66.4301384875025,11.0716897479171,17.01523214699,2.08923175564146e-15,7.59811804891687e-13,"Significant"
"26","X65425_645.453_8.477_NA",6,65.8756070072246,10.9792678345374,16.7904842194051,3.14436328888097e-15,1.09955965471176e-12,"Significant"
"27","X11850_195.087_3.211_NA",6,65.7598419102685,10.9599736517114,16.7438431183011,3.42354586874905e-15,1.15284737180246e-12,"Significant"
"28","X38623_287.232_5.423_NA",6,65.5677168928261,10.927952815471,16.6666471421567,3.94181005471697e-15,1.27996203633881e-12,"Significant"
"29","X27492_504.3_4.378_NA",6,65.2944448566195,10.8824074761033,16.5572956483249,4.8147599743802e-15,1.5095102650712e-12,"Significant"
"30","X28008_548.327_4.518_NA",6,64.9257121535348,10.8209520255891,16.4105753870365,6.30138758928739e-15,1.88405338561323e-12,"Significant"
"31","X74940_896.412_9.766_NA",6,64.8992853356047,10.8165475559341,16.4000964646063,6.42385118279919e-15,1.88405338561323e-12,"Significant"
"32","X11171_192.138_3.012_NA",6,64.6069144563906,10.7678190760651,16.2844868752938,7.94573990751587e-15,2.25758335122295e-12,"Significant"
"33","X82124_413.268_10.607_NA",6,64.1071243266519,10.6845207211086,16.088221953875,1.14123666890542e-14,3.14427993748123e-12,"Significant"
"34","X29977_592.353_4.676_NA",6,64.0019399235869,10.6669899872645,16.0471338957417,1.23132092838172e-14,3.27442622976371e-12,"Significant"
"35","X55344_466.228_7.149_NA",6,63.9694897995042,10.6615816332507,16.0344731092432,1.26050283811846e-14,3.27442622976371e-12,"Significant"
"36","X78979_1245.513_10.189_NA",6,63.8299013176513,10.6383168862752,15.9800924231359,1.39401037593785e-14,3.52065064945192e-12,"Significant"
"37","X79806_964.437_10.283_NA",6,63.737307473327,10.6228845788878,15.9440925061014,1.49017006749141e-14,3.66179087935996e-12,"Significant"
"38","X25213_460.274_4.187_NA",6,63.6089193705983,10.6014865617664,15.8942715951848,1.63441247428577e-14,3.91054689900163e-12,"Significant"
"39","X67923_214.216_8.859_NA;Spectral Match to cis,cis-9,12-Octadecadien-1-ol from NIST14",6,63.1565264997926,10.5260877499654,15.7196009902169,2.26127845526446e-14,5.27167787570885e-12,"Significant"
"40","X82429_430.295_10.594_NA",6,62.8606163615724,10.4767693935954,15.6060851049006,2.79411591098904e-14,6.35102546567809e-12,"Significant"
"41","X60019_544.405_7.73_NA",6,62.7039945115606,10.4506657519268,15.5462362399288,3.124459426424e-14,6.9286792939139e-12,"Significant"
"42","X47649_336.162_6.256_NA",6,62.5172191073923,10.4195365178987,15.4750754041353,3.56905288039437e-14,7.72614971155849e-12,"Significant"
"43","X62012_552.264_7.992_NA",6,62.4037792705707,10.4006298784284,15.4319664712252,3.86896109267385e-14,8.18060331502108e-12,"Significant"
"44","X9884_190.05_2.832_NA",6,62.3322399213456,10.3887066535576,15.4048234906868,4.07073736018704e-14,8.41162365427741e-12,"Significant"
"45","X54623_486.363_7.052_NA",6,62.2098280612892,10.3683046768815,15.358455932763,4.44034810598981e-14,8.97147666214651e-12,"Significant"
"46","X90351_579.296_12.317_NA",6,61.9572845749248,10.3262140958208,15.2631031507517,5.31061628600156e-14,1.04965485374622e-11,"Significant"
"47","X18494_250.18_3.634_NA",6,61.238871974481,10.2064786624135,14.9940887812734,8.81515921904416e-14,1.70526441743722e-11,"Significant"
"48","X54437_530.389_7.119_NA",6,61.1443620009446,10.1907270001574,14.9589429997517,9.42042612578191e-14,1.78438571532519e-11,"Significant"
"49","X76650_528.158_9.951_NA",6,60.8581348319256,10.1430224719876,14.8528456458468,1.15147826952791e-13,2.1365796788873e-11,"Significant"
"50","X64784_602.447_8.385_NA",6,60.7715610530591,10.1285935088432,14.8208560701393,1.22343030818704e-13,2.22468567240732e-11,"Significant"
"51","X46458_380.191_6.115_NA",6,60.6661890528499,10.1110315088083,14.7819835854443,1.31701004258581e-13,2.34789319748827e-11,"Significant"
"52","X74057_244.263_9.666_NA",6,60.5588246251026,10.0931374375171,14.7424472204329,1.41961652242916e-13,2.4821448888319e-11,"Significant"
"53","X73225_810.375_9.573_NA",6,60.3023169561168,10.0503861593528,14.648279233262,1.69776828334011e-13,2.90318610255927e-11,"Significant"
"54","X70715_729.293_9.272_NA",6,60.2800693850413,10.0466782308402,14.6401309782804,1.72428563064453e-13,2.90318610255927e-11,"Significant"
"55","X91357_980.277_12.674_NA;(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",6,60.0268262298491,10.0044710383082,14.547594510432,2.05648189355111e-13,3.3995515229394e-11,"Significant"
"56","X29883_235.126_4.674_NA",6,59.8206894144657,9.97011490241096,14.4725612998004,2.37285601947905e-13,3.85250123733992e-11,"Significant"
"57","X1985_174.055_0.945_NA",6,59.5667948788652,9.92779914647753,14.3805003859574,2.82910023315858e-13,4.51266303857505e-11,"Significant"
"58","X79805_445.313_10.276_NA",6,59.4224194708623,9.90373657847705,14.3283249292624,3.12605962318824e-13,4.90036794724611e-11,"Significant"
"59","X22727_416.248_4.011_NA",6,59.2385356933624,9.87308928222707,14.262053789289,3.54913428345912e-13,5.46927608562886e-11,"Significant"
"60","X66919_638.301_8.697_NA",6,58.7696373198121,9.79493955330202,14.0939817941719,4.90065859836548e-13,7.42613132938982e-11,"Significant"
"61","X69946_657.272_9.173_NA",6,58.6866602433278,9.78111004055464,14.0643759074281,5.18785093067599e-13,7.61944746594751e-11,"Significant"
"62","X78052_547.325_10.093_NA",6,58.6754482432115,9.77924137386858,14.0603786424146,5.22790832201736e-13,7.61944746594751e-11,"Significant"
"63","X1952_329.134_0.872_NA",6,58.6610923514776,9.77684872524627,14.0552616150357,5.27964353667722e-13,7.61944746594751e-11,"Significant"
"64","X82135_435.252_10.621_NA",6,57.7078686164099,9.61797810273499,13.718204081277,1.01221230140623e-12,1.43797410068523e-10,"Significant"
"65","X14283_328.196_3.299_NA",6,57.4154272203399,9.56923787005664,13.615856960076,1.23447117148247e-12,1.72674029094133e-10,"Significant"
"66","X18057_372.223_3.718_NA",6,57.3755688503702,9.56259480839503,13.601945647064,1.26827200467999e-12,1.74714076765916e-10,"Significant"
"67","X82650_531.33_10.611_NA",6,57.2859938958995,9.54766564931658,13.5707155667775,1.34759914756844e-12,1.82871215667048e-10,"Significant"
"68","X52248_276.144_6.766_NA",6,57.1075423334972,9.51792372224953,13.5086356897837,1.52049660040848e-12,2.03299339572264e-10,"Significant"
"69","X60209_588.431_7.758_NA",6,56.8984445900986,9.48307409834976,13.4361254736438,1.75105919788946e-12,2.30733771408855e-10,"Significant"
"70","X70739_724.338_9.279_NA",6,56.7004324002733,9.45007206671221,13.3676880436073,2.00103135137477e-12,2.5990538638142e-10,"Significant"
"71","X77948_528.41_10.182_NA;Spectral Match to Decaethylene glycol from NIST14",6,56.5049945506108,9.41749909176847,13.3003573239489,2.28216640435884e-12,2.92245872513106e-10,"Significant"
"72","X33657_215.11_4.921_NA",6,56.3847500891306,9.39745834818843,13.2590382959574,2.47412760542738e-12,3.12427335952025e-10,"Significant"
"73","X14317_311.168_3.297_NA",6,56.1164412140394,9.3527402023399,13.167132128905,2.96171491425e-12,3.6887550685426e-10,"Significant"
"74","X13725_194.103_3.24_NA",6,55.9918537818223,9.33197563030371,13.1245924247899,3.2192233053453e-12,3.95529436381074e-10,"Significant"
"75","X17789_377.18_3.628_NA",6,55.9292279753955,9.32153799589925,13.103241710129,3.35687737635608e-12,4.06943054744393e-10,"Significant"
"76","X79486_440.313_10.258_NA;Spectral Match to Nonaethylene glycol from NIST14",6,55.7929674528591,9.29882790880984,13.0568620554074,3.67674700715905e-12,4.34492348893916e-10,"Significant"
"77","X3205_164.107_1.538_NA",6,55.7917612531646,9.29862687552744,13.0564519534418,3.67970863009585e-12,4.34492348893916e-10,"Significant"
"78","X46443_363.165_6.106_NA",6,55.7315273411668,9.28858789019446,13.0359829268842,3.83063267907783e-12,4.46514260489431e-10,"Significant"
"79","X79038_883.356_10.195_NA",6,55.6212786492463,9.27021310820771,12.9985693656254,4.12284755776355e-12,4.74492784749192e-10,"Significant"
"80","X57492_331.081_7.416_NA",6,55.5288118081026,9.2548019680171,12.967241701591,4.38479257274368e-12,4.98331675892319e-10,"Significant"
"81","X20692_347.123_4.034_NA",6,55.4621288932215,9.24368814887025,12.9446787080566,4.58381166885375e-12,5.14518712261954e-10,"Significant"
"82","X38202_394.258_5.378_NA",6,55.2314894086424,9.20524823477373,12.8668264408044,5.34330825566309e-12,5.91850495169214e-10,"Significant"
"83","X78605_311.257_10.134_NA",6,55.2147723058654,9.20246205097757,12.8611948652945,5.40294666729485e-12,5.91850495169214e-10,"Significant"
"84","X77952_484.384_10.216_NA;Spectral Match to Nonaethylene glycol from NIST14",6,55.1529550553086,9.19215917588477,12.8403833788545,5.62923488438289e-12,6.09297661533444e-10,"Significant"
"85","X70111_652.317_9.196_NA",6,55.0257259785251,9.17095432975418,12.7976155663767,6.12477658549982e-12,6.5513492606311e-10,"Significant"
"86","X79772_401.287_10.28_NA",6,54.9585083676101,9.15975139460168,12.7750559140512,6.40369491430179e-12,6.77004583265487e-10,"Significant"
"87","X74302_420.331_9.692_NA",6,54.882831733217,9.14713862220284,12.7496864756026,6.73271562561566e-12,7.036074766448e-10,"Significant"
"88","X48332_411.295_6.331_NA",6,54.7630405245925,9.12717342076541,12.7095914811484,7.28790492412196e-12,7.52973086024055e-10,"Significant"
"89","X14301_333.153_3.253_NA",6,54.6304191136776,9.1050698522796,12.6652922138906,7.95528304144505e-12,8.12690263065375e-10,"Significant"
"90","X90353_981.278_12.383_NA;(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",6,54.564460213883,9.09407670231384,12.6432952531446,8.30928179993569e-12,8.3942211250017e-10,"Significant"
"91","X55096_535.345_7.113_NA",6,54.4761469694175,9.07935782823626,12.6138797190857,8.80767125927777e-12,8.79992825157731e-10,"Significant"
"92","X92113_980.277_12.951_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",6,54.3822693875744,9.06371156459573,12.5826565206181,9.36978431007124e-12,9.25979118990954e-10,"Significant"
"93","X49733_442.191_6.505_NA",6,54.3164752815918,9.05274588026531,12.5608017644907,9.78467140827268e-12,9.56583144559303e-10,"Significant"
"94","X20809_421.205_3.904_NA",6,54.0827501517039,9.01379169195065,12.4833516956324,1.14102702953654e-11,1.10091936602931e-09,"Significant"
"95","X55304_471.183_7.142_NA",6,54.0703973731511,9.01173289552519,12.4792663879874,1.15032269877677e-11,1.10091936602931e-09,"Significant"
"96","X26276_382.233_4.549_NA",6,54.0068985981788,9.00114976636313,12.458278833924,1.19929745332504e-11,1.13583462975325e-09,"Significant"
"97","X80109_483.273_10.217_NA;PE(16:1/0:0); [M+H]+ C21H43N1O7P1",6,53.9572689928137,8.99287816546894,12.4418901450314,1.23900111422007e-11,1.16109978187593e-09,"Significant"
"98","X32620_410.265_4.901_NA",6,53.9419506758846,8.99032511264744,12.4368343572755,1.25151538301629e-11,1.16109978187593e-09,"Significant"
"99","X5963_245.1_2.315_NA",6,53.9075628660768,8.98459381101281,12.4254892215519,1.28006398588174e-11,1.17559007673099e-09,"Significant"
"100","X48921_472.348_6.451_NA",6,53.8675542369105,8.97792570615174,12.4122975275721,1.31408752334558e-11,1.1947683762258e-09,"Significant"
"101","X85203_559.362_10.909_NA",6,53.6783657605801,8.94639429343002,12.3500321565114,1.4874365972663e-11,1.33898747944012e-09,"Significant"
"102","X83440_414.272_10.711_NA;Spectral Match to p-tert-Octylphenol tetraglycol ether from NIST14",6,53.3023361732244,8.8837226955374,12.2268304719327,1.90158391811251e-11,1.69501970426264e-09,"Significant"
"103","X51762_332.187_6.709_NA",6,53.1304064194902,8.85506773658171,12.1707449341113,2.12698980030827e-11,1.87753313246629e-09,"Significant"
"104","X31188_226.216_4.823_NA;Gly-C14:1",6,53.0824102330432,8.84706837217386,12.1551153513877,2.19448478899498e-11,1.9184861251483e-09,"Significant"
"105","X65538_577.355_8.494_NA",6,53.0665040525512,8.84441734209186,12.1499382564618,2.21731530309915e-11,1.91998387959786e-09,"Significant"
"106","X86594_755.487_11.127_NA",6,52.9940013379341,8.83233355632235,12.126356851801,2.32438077436478e-11,1.99370471703062e-09,"Significant"
"107","X48093_428.321_6.336_NA",6,52.8613096487618,8.81021827479363,12.0832692752334,2.53368468711954e-11,2.15292160516737e-09,"Significant"
"108","X48007_382.222_6.341_NA",6,52.7928995470427,8.79881659117378,12.0610905789762,2.64874117701668e-11,2.22984766494774e-09,"Significant"
"109","X65395_520.343_8.472_NA",6,52.6715162044416,8.77858603407359,12.0217969713979,2.86570067188878e-11,2.39036243200117e-09,"Significant"
"110","X69495_635.397_9.114_NA",6,52.6464376072937,8.77440626788229,12.0136880638615,2.91266219114344e-11,2.40744769471601e-09,"Significant"
"111","X77408_809.522_10.021_NA",6,52.6104154955373,8.76840258258955,12.0020463136694,2.98144606971685e-11,2.44209978971762e-09,"Significant"
"112","X30023_396.249_4.683_NA",6,52.5818947155665,8.76364911926108,11.992833575705,3.03703954264522e-11,2.46542531444021e-09,"Significant"
"113","X10370_284.169_2.885_NA",6,52.2985396664915,8.71642327774859,11.9015299672257,3.64793880928232e-11,2.93513802247742e-09,"Significant"
"114","X29205_518.316_4.617_NA;Spectral Match to Undecaethylene glycol from NIST14",6,52.248964371895,8.70816072864917,11.8855976094468,3.76662136853267e-11,2.98028880579488e-09,"Significant"
"115","X72953_693.439_9.535_NA",6,52.247734720807,8.70795578680117,11.8852025863075,3.76961298577223e-11,2.98028880579488e-09,"Significant"
"116","X40562_353.253_5.585_NA",6,52.2155138337158,8.70258563895264,11.8748544168425,3.84884312016151e-11,3.01669669383693e-09,"Significant"
"117","X68786_660.489_8.998_NA",6,52.0781517116958,8.67969195194929,11.8307976754038,4.20543001224368e-11,3.26801450182219e-09,"Significant"
"118","X35225_768.422_5.126_NA",6,52.0596431325198,8.6766071887533,11.8248686288266,4.25590137058075e-11,3.27920807299323e-09,"Significant"
"119","X6155_223.116_2.348_NA",6,51.9747553873615,8.66245923122692,11.7976977849736,4.49513596581942e-11,3.42380259180886e-09,"Significant"
"120","X43340_303.133_5.821_NA",6,51.9665755006978,8.66109591678297,11.7950814874843,4.51887715592898e-11,3.42380259180886e-09,"Significant"
"121","X75338_751.481_9.803_NA",6,51.8840898445541,8.64734830742569,11.7687176637074,4.76529542809943e-11,3.58066661423802e-09,"Significant"
"122","X33655_724.395_4.999_NA",6,51.8072644787334,8.6345440797889,11.744193720511,5.0066901431188e-11,3.71388874828588e-09,"Significant"
"123","X59950_549.36_7.726_NA",6,51.8018072798299,8.63363454663831,11.7424528181333,5.02428856180338e-11,3.71388874828588e-09,"Significant"
"124","X75389_737.501_9.813_NA",6,51.6947821342171,8.61579702236951,11.7083408666044,5.38200814208401e-11,3.9462272603087e-09,"Significant"
"125","X29732_307.164_4.662_NA;Massbank:LU077002 3-Hydroxy-4-butyrophenetidide|Bucetin|N-(4-ethoxyphenyl)-3-hydroxybutanamide",6,51.5013876847768,8.58356461412946,11.6468458070198,6.09316621549925e-11,4.43192537850554e-09,"Significant"
"126","X36555_812.447_5.239_NA",6,51.4733045366531,8.57888408944217,11.6379315097995,6.20385470199444e-11,4.47662277385186e-09,"Significant"
"127","X64912_225.196_8.402_NA",6,51.442018100835,8.5736696834725,11.6280050307887,6.32950296598276e-11,4.53132606037128e-09,"Significant"
"128","X27392_324.228_4.462_NA",6,51.3843305825797,8.56405509709662,11.6097148458438,6.5677882316178e-11,4.66518207827102e-09,"Significant"
"129","X72780_679.46_9.514_NA",6,51.3700031514854,8.56166719191423,11.6051748082324,6.62832662534043e-11,4.66646461800839e-09,"Significant"
"130","X77360_804.568_10.021_NA",6,51.3558510619886,8.55930851033144,11.6006913329529,6.68866382990043e-11,4.66646461800839e-09,"Significant"
"131","X78379_1154.521_10.117_NA",6,51.3477214530385,8.55795357550642,11.598116268782,6.72356868630773e-11,4.66646461800839e-09,"Significant"
"132","X23648_400.284_4.143_NA",6,51.2310789569792,8.53851315949653,11.5612056870663,7.24459107483544e-11,4.9899865191215e-09,"Significant"
"133","X75258_746.525_9.799_NA",6,51.1120892290617,8.51868153817695,11.5236217185863,7.81706375505588e-11,5.34381531285474e-09,"Significant"
"134","X74847_605.387_9.745_NA",6,51.0232479087727,8.50387465146212,11.4956059648571,8.27333576704741e-11,5.61352005925336e-09,"Significant"
"135","X73067_257.153_9.55_NA",6,50.9764383401775,8.49607305669626,11.4808603959479,8.52419486932925e-11,5.74088738903271e-09,"Significant"
"136","X78380_1159.477_10.114_NA",6,50.9372430793358,8.48954051322263,11.4685217162503,8.74000118520322e-11,5.84294785116674e-09,"Significant"
"137","X71540_547.345_9.37_NA",6,50.885177622614,8.48086293710234,11.4521431704196,9.03501388191329e-11,5.99608366528143e-09,"Significant"
"138","X4364_208.133_2.009_NA;""methyl 3-oxo-2-[(3,4,5-trimethoxyphenyl)methylene]benzo[b]furan-5-carboxylate CollisionEnergy:205060""",6,50.8669966343065,8.47783277238441,11.4464270023908,9.14032469072793e-11,6.02201681797814e-09,"Significant"
"139","X23078_495.241_4.102_NA",6,50.8378259084368,8.47297098473947,11.437259009922,9.3118242557869e-11,6.09087094486435e-09,"Significant"
"140","X22021_504.337_4.013_NA",6,50.8126790736298,8.46877984560497,11.4293590247604,9.46220848310333e-11,6.1450285377411e-09,"Significant"
"141","X75508_242.247_9.817_NA;Spectral Match to cis,cis-9,12-Octadecadien-1-ol from NIST14",6,50.7255062369643,8.45425103949406,11.4019972866495,1.000228417815e-10,6.44969984026522e-09,"Significant"
"142","X81591_378.248_10.506_NA",6,50.6598738078905,8.44331230131508,11.3814211616173,1.04288422919515e-10,6.63119216778754e-09,"Significant"
"143","X25286_539.267_4.299_NA",6,50.659757523817,8.44329292063617,11.3813847246013,1.04296137262826e-10,6.63119216778754e-09,"Significant"
"144","X35539_199.093_5.154_NA",6,50.6442858454908,8.4407143075818,11.376537342575,1.05327565746423e-10,6.65026547060055e-09,"Significant"
"145","X19529_460.311_3.79_NA;Spectral Match to Undecaethylene glycol from NIST14",6,50.6199828859665,8.43666381432775,11.3689254191504,1.06968062377909e-10,6.70726636648242e-09,"Significant"
"146","X49489_426.306_6.457_NA",6,50.5866300286863,8.43110500478105,11.3584836699867,1.09260492594528e-10,6.80408492239346e-09,"Significant"
"147","X7675_206.045_2.573_NA",6,50.5160427540812,8.41934045901354,11.3364028523927,1.14272949519206e-10,7.06782079611305e-09,"Significant"
"148","X51079_415.061_6.638_NA",6,50.4861749170166,8.41436248616944,11.3270670230799,1.16461482109146e-10,7.15451213065105e-09,"Significant"
"149","X20489_451.215_3.879_NA;Massbank: Nonaethylene glycol|2-[2-[2-[2-[2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol",6,50.4577292189076,8.40962153648461,11.3181797471858,1.18584179459382e-10,7.20206357964887e-09,"Significant"
"150","X60510_485.179_7.796_NA",6,50.4546028412988,8.40910047354981,11.317203214426,1.18819790689324e-10,7.20206357964887e-09,"Significant"
"151","X74979_401.287_9.763_NA",6,50.3979143815923,8.39965239693204,11.2995046517445,1.23172852376309e-10,7.38254377567266e-09,"Significant"
"152","X27447_583.293_4.473_NA",6,50.3947384827107,8.39912308045179,11.2985135738231,1.23421321370682e-10,7.38254377567266e-09,"Significant"
"153","X60731_519.314_7.827_NA",6,50.3631789760147,8.39386316266912,11.2886677048012,1.25917395716079e-10,7.48262066569016e-09,"Significant"
"154","X65808_233.153_8.362_Massbank:NA003095 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",6,50.3246056752508,8.38743427920847,11.2766402459276,1.29035817338686e-10,7.6050882952005e-09,"Significant"
"155","X81451_361.222_10.473_NA",6,50.3078035928439,8.38463393214066,11.2714034786625,1.30417840002623e-10,7.6050882952005e-09,"Significant"
"156","X89082_790.545_11.918_NA;MGDG (18:4/18:5)",6,50.2995479616835,8.38325799361391,11.2688309164868,1.31102223629128e-10,7.6050882952005e-09,"Significant"
"157","X15925_259.116_3.475_NA",6,50.2968804155987,8.38281340259977,11.267999744938,1.31324115964197e-10,7.6050882952005e-09,"Significant"
"158","X72873_688.484_9.526_NA",6,50.251561242231,8.37526020703851,11.2538841619952,1.35150899462186e-10,7.77716441715313e-09,"Significant"
"159","X72430_702.462_9.472_NA",6,50.1743333607303,8.36238889345506,11.2298528415046,1.41926762375523e-10,8.11571146866829e-09,"Significant"
"160","X22948_430.263_4.13_NA;Spectral Match to Undecaethylene glycol from NIST14",6,50.1118560462084,8.3519760077014,11.2104325891322,1.47652401198502e-10,8.38319285946082e-09,"Significant"
"161","X32242_685.325_4.873_NA",6,50.1033583874138,8.35055973123564,11.2077926579796,1.48448531717245e-10,8.38319285946082e-09,"Significant"
"162","X24367_503.306_4.208_Spectral Match to Undecaethylene glycol from NIST14;Spectral Match to Nonaethylene glycol from NIST14",6,50.0812265784525,8.34687109640876,11.2009186975197,1.50541925752419e-10,8.44893326506786e-09,"Significant"
"163","X83081_323.234_10.664_NA",6,50.0331803717725,8.33886339529541,11.1860040554986,1.55187112785464e-10,8.65620386162847e-09,"Significant"
"164","X17675_430.264_3.616_NA",6,49.9724391788174,8.32873986313623,11.1671644968896,1.61262210495967e-10,8.94021962091056e-09,"Significant"
"165","X71267_619.403_9.342_NA",6,49.9389241831439,8.32315403052398,11.1567770388335,1.64713932435197e-10,8.99596026287478e-09,"Significant"
"166","X56231_484.347_7.252_NA",6,49.937995047789,8.32299917463149,11.1564891444574,1.64810654075056e-10,8.99596026287478e-09,"Significant"
"167","X42925_238.143_5.852_NA",6,49.9339157868002,8.32231929780004,11.1552252266452,1.65235961713604e-10,8.99596026287478e-09,"Significant"
"168","X77778_795.543_10.059_NA",6,49.9121920657145,8.31869867761908,11.1484956965163,1.67519173675547e-10,9.06597813725046e-09,"Significant"
"169","X40594_370.28_5.59_NA",6,49.8322862581882,8.30538104303136,11.1237621137775,1.76188030175515e-10,9.47870751689812e-09,"Significant"
"170","X79188_862.609_10.212_NA",6,49.8037799219839,8.30062998699732,11.114945831104,1.79386381586782e-10,9.57975875696673e-09,"Significant"
"171","X43676_317.065_5.853_NA",6,49.7916172541652,8.29860287569421,11.1111854121661,1.80768352625278e-10,9.57975875696673e-09,"Significant"
"172","X91229_738.551_12.501_NA",6,49.7875984328964,8.2979330721494,11.1099430400752,1.81227288407202e-10,9.57975875696673e-09,"Significant"
"173","X81751_288.232_10.515_NA",6,49.7637984119559,8.29396640199265,11.1025871227514,1.83968791302468e-10,9.66846387584996e-09,"Significant"
