"","Comparison","Z","P.unadj","P.adj","significant"
"X90882_759.222_12.485_Azadirachtin.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","La_Jolla Reefs - Mission_Bay",2.48455788577724,0.012971241765134,0.0907986923559383,"Nonsignificant"
"X76949_327.216_9.976_NA","La_Jolla Reefs - Mission_Bay",-2.37712243483297,0.0174482955486322,0.0916035516303191,"Nonsignificant"
"X73482_299.185_9.595_NA","La_Jolla Reefs - Mission_Bay",-2.06047434646321,0.0393532158502147,0.0918241703171677,"Nonsignificant"
"X84654_581.399_10.907_NA","La_Jolla Reefs - Mission_Bay",2.01523890526753,0.0438796228933972,0.092147208076134,"Nonsignificant"
"X83645_497.325_10.796_NA","La_Jolla Reefs - Mission_Bay",-2.47890217752325,0.0131787444280164,0.0922512109961149,"Nonsignificant"
"X89314_772.49_11.912_NA.Spectral.Match.to.1.2.Dipalmitoleoyl.sn.glycero.3.phosphocholine.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.21880409763223,0.0265000551307565,0.0927501929576477,"Nonsignificant"
"X73500_335.185_9.58_NA","La_Jolla Reefs - Mission_Bay",-2.21879839064809,0.0265004435616054,0.0927515524656189,"Nonsignificant"
"X84210_343.226_10.793_NA","La_Jolla Reefs - Mission_Bay",-2.47211686134389,0.0134315601787514,0.0940209212512598,"Nonsignificant"
"X68752_209.153_8.992_NA","La_Jolla Reefs - Mission_Bay",2.61008495699072,0.00905197392424829,0.0950457262046071,"Nonsignificant"
"X60414_221.117_7.781_NA.jasmonic.acid.methyl.ester.CollisionEnergy.102040","La_Jolla Reefs - Mission_Bay",-2.46759331722433,0.0136024761394125,0.0952173329758876,"Nonsignificant"
"X79387_209.153_10.22_NA.........trans.Nerolidol...40.0.eV","La_Jolla Reefs - Mission_Bay",-1.87953258168049,0.0601718090200206,0.0972006145708025,"Nonsignificant"
"X72265_592.368_9.467_NA","La_Jolla Reefs - Mission_Bay",2.07856852294148,0.037657026644513,0.0988496949418466,"Nonsignificant"
"X78042_291.195_9.992_NA","La_Jolla Reefs - Mission_Bay",-1.9066738463979,0.0565628357695776,0.0989849625967607,"Nonsignificant"
"X82654_235.169_10.611_NA","La_Jolla Reefs - Mission_Bay",-2.13058928031651,0.0331229934599511,0.0993689803798534,"Nonsignificant"
"X56802_327.18_7.347_NA","La_Jolla Reefs - Mission_Bay",-2.58746723639288,0.00966843898961141,0.10151860939092,"Nonsignificant"
"X77562_370.258_10.042_NA","La_Jolla Reefs - Mission_Bay",-1.89536498609898,0.0580440640772403,0.10157711213517,"Nonsignificant"
"X61192_239.164_7.887_NA.Spectral.Match.to.Dodecanedioic.acid.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.06725966264256,0.03870969298113,0.101612944075466,"Nonsignificant"
"X65425_645.453_8.477_NA","La_Jolla Reefs - Mission_Bay",-2.17809097538359,0.0293992643457888,0.102897425210261,"Nonsignificant"
"X577_262.144_0.641_NA","La_Jolla Reefs - Mission_Bay",2.16677763327306,0.0302518137039874,0.105881347963956,"Nonsignificant"
"X81762_341.23_10.519_NA","La_Jolla Reefs - Mission_Bay",-2.23802920958929,0.0252191503759316,0.105920431578913,"Nonsignificant"
"X43306_390.264_5.965_NA","La_Jolla Reefs - Mission_Bay",-2.22558370682744,0.0260420785457913,0.109376729892324,"Nonsignificant"
"X83889_468.332_10.801_NA","La_Jolla Reefs - Mission_Bay",-2.22558370682744,0.0260420785457913,0.109376729892324,"Nonsignificant"
"X76982_299.2_9.983_NCGC00385373.01_C20H28O3_1.Phenanthrenecarboxylic.acid..1.2.3.4.4a.9.10.10a.octahydro.9.hydroxy.1.4a.dimethyl.7..1.methylethyl.....1S.9R...Massbank.NA002717.....Costunolide.Costunolide..3aS.6E.10E.11aR..6.10.dimethyl.3.methylidene.3a.4.5.8.9.11a.hexahydrocyclodeca.b.furan.2.one","La_Jolla Reefs - Mission_Bay",-2.22332193476766,0.026194099473735,0.110015217789687,"Nonsignificant"
"X83280_732.576_10.633_NA.DGTSA.16.0.16.4....M.H...C42H74N1O7","La_Jolla Reefs - Mission_Bay",1.98131232437077,0.0475562591282533,0.110964604632591,"Nonsignificant"
"X58539_352.211_7.543_NA","La_Jolla Reefs - Mission_Bay",-2.14415991267522,0.032020075875357,0.112070265563749,"Nonsignificant"
"X78625_311.185_10.115_NA.2..Hydroxy.a.naphthoflavone.CollisionEnergy.205060","La_Jolla Reefs - Mission_Bay",-1.88857966991963,0.0589481732521546,0.112537421663204,"Nonsignificant"
"X88055_732.488_11.525_NA","La_Jolla Reefs - Mission_Bay",-2.02428599350667,0.0429407339351872,0.112719426579866,"Nonsignificant"
"X88043_996.308_11.423_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",2.07856852294148,0.037657026644513,0.112971079933539,"Nonsignificant"
"X89746_597.519_12.103_NA","La_Jolla Reefs - Mission_Bay",-2.2120153502761,0.0269656043146417,0.113255538121495,"Nonsignificant"
"X67316_209.117_8.763_NA","La_Jolla Reefs - Mission_Bay",-2.02202422144688,0.043173849634637,0.113331355290922,"Nonsignificant"
"X77870_594.363_10.071_NA","La_Jolla Reefs - Mission_Bay",-2.40200192749059,0.0163056225147116,0.114139357602981,"Nonsignificant"
"X84948_501.487_10.88_NA.Spectral.Match.to.1.Palmitoyl.2.oleoyl.sn.glycerol.from.NIST14","La_Jolla Reefs - Mission_Bay",2.2945689350214,0.0217578402679498,0.114228661406736,"Nonsignificant"
"X42718_404.279_5.866_NA","La_Jolla Reefs - Mission_Bay",2.29117509656118,0.0219532886861482,0.115254765602278,"Nonsignificant"
"X67923_214.216_8.859_NA.Spectral.Match.to.cis.cis.9.12.Octadecadien.1.ol.from.NIST14","La_Jolla Reefs - Mission_Bay",-1.79810878752827,0.0721597699563554,0.116565782237189,"Nonsignificant"
"X64360_482.958_8.33_NA","La_Jolla Reefs - Mission_Bay",-2.00845358908818,0.0445951131657899,0.117062172060198,"Nonsignificant"
"X75994_402.321_9.879_NA","La_Jolla Reefs - Mission_Bay",-2.19844357303184,0.0279175114833559,0.117253548230095,"Nonsignificant"
"X34904_219.138_5.098_NA......Nootkatone..crystalline..98...CollisionEnergy.102040.","La_Jolla Reefs - Mission_Bay",-2.06047434646321,0.0393532158502147,0.118059647550644,"Nonsignificant"
"X84673_255.138_10.775_NA","La_Jolla Reefs - Mission_Bay",2.12154219207738,0.0338762012493845,0.118566704372846,"Nonsignificant"
"X66344_412.232_8.607_NA","La_Jolla Reefs - Mission_Bay",-2.53318470695806,0.0113031374908427,0.118682943653848,"Nonsignificant"
"X80290_247.169_10.244_NA","La_Jolla Reefs - Mission_Bay",-2.38390775101232,0.0171298957832456,0.119909270482719,"Nonsignificant"
"X64387_478.965_8.332_NA","La_Jolla Reefs - Mission_Bay",-2.1893953538709,0.0285681170621474,0.119986091661019,"Nonsignificant"
"X20603_367.186_3.791_NA","La_Jolla Reefs - Mission_Bay",2.18713358181111,0.0287327737532838,0.120677649763792,"Nonsignificant"
"X82929_507.329_10.651_NA","La_Jolla Reefs - Mission_Bay",-2.11249510383824,0.034644005475711,0.121254019164988,"Nonsignificant"
"X2916_341.134_1.376_NA","La_Jolla Reefs - Mission_Bay",2.10797155971867,0.0350334495598739,0.122617073459559,"Nonsignificant"
"X15652_268.19_3.427_NA","La_Jolla Reefs - Mission_Bay",1.98583586849034,0.0470515515976497,0.12351032294383,"Nonsignificant"
"X51236_576.389_6.653_NA","La_Jolla Reefs - Mission_Bay",1.84560600078373,0.0649494345726035,0.123994375093152,"Nonsignificant"
"X814_266.175_0.652_NA","La_Jolla Reefs - Mission_Bay",2.17582472151219,0.0295683694061828,0.124187151505968,"Nonsignificant"
"X48681_237.185_6.489_NA","La_Jolla Reefs - Mission_Bay",-1.92929156699574,0.0536946760672778,0.125287577490315,"Nonsignificant"
"X443_264.123_0.639_NA","La_Jolla Reefs - Mission_Bay",2.09892447147954,0.0358235592565896,0.125382457398064,"Nonsignificant"
"X66663_305.247_8.659_NA","La_Jolla Reefs - Mission_Bay",-2.24933347055572,0.0244912878744051,0.128579261340627,"Nonsignificant"
"X81072_395.242_10.327_NA","La_Jolla Reefs - Mission_Bay",-1.91798270669682,0.0551132039555745,0.12859747589634,"Nonsignificant"
"X84750_448.305_10.713_NA","La_Jolla Reefs - Mission_Bay",-2.08761561118062,0.0368325226398855,0.128913829239599,"Nonsignificant"
"X52065_552.352_6.743_NA","La_Jolla Reefs - Mission_Bay",2.15773054503392,0.0309487876654509,0.129984908194894,"Nonsignificant"
"X49438_257.081_6.458_NA","La_Jolla Reefs - Mission_Bay",-2.01976348839242,0.0434079260720757,0.130223778216227,"Nonsignificant"
"X54285_269.08_7.011_NA","La_Jolla Reefs - Mission_Bay",-2.24141726427423,0.0249990592486028,0.131245061055164,"Nonsignificant"
"X3476_289.089_1.675_NA","La_Jolla Reefs - Mission_Bay",-2.34998117011556,0.0187743608030235,0.131420525621165,"Nonsignificant"
"X85234_704.546_10.798_NA","La_Jolla Reefs - Mission_Bay",2.00845358908818,0.0445951131657898,0.133785339497369,"Nonsignificant"
"X77850_407.242_9.894_NA","La_Jolla Reefs - Mission_Bay",-2.23236902300679,0.025590583403723,0.134350562869546,"Nonsignificant"
"X74421_313.179_9.704_NA","La_Jolla Reefs - Mission_Bay",-2.22784547888722,0.0258908209320681,0.135926809893358,"Nonsignificant"
"X6206_356.154_2.478_NA","La_Jolla Reefs - Mission_Bay",2.13963636855565,0.0323841650950686,0.136013493399288,"Nonsignificant"
"X84843_284.331_10.862_NA","La_Jolla Reefs - Mission_Bay",1.9383396523542,0.052581797726022,0.138027219030808,"Nonsignificant"
"X74446_331.19_9.724_NA","La_Jolla Reefs - Mission_Bay",-2.22106016270787,0.0263468867863251,0.138321155628207,"Nonsignificant"
"X56227_370.259_7.252_NA","La_Jolla Reefs - Mission_Bay",-2.1328510523763,0.0329369467350562,0.138335176287236,"Nonsignificant"
"X87576_800.602_11.457_NA.DGCC..40.7.","La_Jolla Reefs - Mission_Bay",2.05821257440342,0.0395697320729442,0.138494062255305,"Nonsignificant"
"X60202_301.106_7.754_NA","La_Jolla Reefs - Mission_Bay",-1.9767887802512,0.0480655104510369,0.144196531353111,"Nonsignificant"
"X84234_337.237_10.798_NA","La_Jolla Reefs - Mission_Bay",-1.77549106693043,0.0758168392539837,0.144741238575787,"Nonsignificant"
"X66782_391.211_8.676_NA","La_Jolla Reefs - Mission_Bay",-1.81846473606632,0.0689931317877254,0.144885576754223,"Nonsignificant"
"X89713_590.513_12.094_NA","La_Jolla Reefs - Mission_Bay",-2.03559485380558,0.0417910549841903,0.146268692444666,"Nonsignificant"
"X61059_353.093_7.871_NA","La_Jolla Reefs - Mission_Bay",1.76644397869129,0.0773213923591803,0.147613567231162,"Nonsignificant"
"X91592_1000.787_12.719_NA","La_Jolla Reefs - Mission_Bay",1.85691581631599,0.0633231319846043,0.147753974630743,"Nonsignificant"
"X529_309.144_0.641_NA","La_Jolla Reefs - Mission_Bay",2.1034480155991,0.0354266249442937,0.148791824766034,"Nonsignificant"
"X27704_285.123_4.487_NA","La_Jolla Reefs - Mission_Bay",1.90215030227833,0.0571515078419058,0.150022708085003,"Nonsignificant"
"X88139_565.28_11.558_NA","La_Jolla Reefs - Mission_Bay",-2.0197624493871,0.0434080338967514,0.15192811863863,"Nonsignificant"
"X17056_222.149_3.595_NA","La_Jolla Reefs - Mission_Bay",-1.79584701546848,0.0725188510374183,0.152289587178579,"Nonsignificant"
"X54674_172.169_7.059_NA","La_Jolla Reefs - Mission_Bay",-1.7506115742728,0.0800128402090164,0.152751785853577,"Nonsignificant"
"X88065_774.273_11.538_NA","La_Jolla Reefs - Mission_Bay",-1.89310321403919,0.0583441448462207,0.153153380221329,"Nonsignificant"
"X34779_301.07_5.087_NA","La_Jolla Reefs - Mission_Bay",1.83429714048481,0.0666098984095035,0.155423096288841,"Nonsignificant"
"X54514_213.148_7.075_NA","La_Jolla Reefs - Mission_Bay",-1.94286219935444,0.0520328102452323,0.156098430735697,"Nonsignificant"
"X88353_603.259_11.639_NA","La_Jolla Reefs - Mission_Bay",-2.00619181702839,0.0448357865972108,0.156925253090238,"Nonsignificant"
"X82235_367.247_10.624_NA.2..Hydroxy.a.naphthoflavone.CollisionEnergy.102040","La_Jolla Reefs - Mission_Bay",1.82977359636524,0.0672838005603829,0.156995534640893,"Nonsignificant"
"X85322_400.342_10.923_Spectral.Match.to.Palmitoylcarnitine.from.NIST14.Spectral.Match.to.Lauroyl.L.carnitine.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.2809982956817,0.0225485477300215,0.15783983411015,"Nonsignificant"
"X92380_755.487_13.069_NA","La_Jolla Reefs - Mission_Bay",1.65335537570209,0.0982585590972607,0.158725364695575,"Nonsignificant"
"X57939_548.934_7.464_NA","La_Jolla Reefs - Mission_Bay",1.77662378081992,0.0756301602696297,0.158823336566222,"Nonsignificant"
"X86210_546.379_10.982_NA","La_Jolla Reefs - Mission_Bay",-1.77323020705449,0.0761905685641799,0.160000193984778,"Nonsignificant"
"X79862_343.19_10.343_NA","La_Jolla Reefs - Mission_Bay",-2.2730809200829,0.0230213039932253,0.161149127952577,"Nonsignificant"
"X74622_381.227_9.726_NA","La_Jolla Reefs - Mission_Bay",-2.06952143470234,0.0384971820351639,0.161688164547688,"Nonsignificant"
"X573_303.134_0.645_NA","La_Jolla Reefs - Mission_Bay",2.06725966264256,0.03870969298113,0.162580710520746,"Nonsignificant"
"X1577_268.154_0.654_NA","La_Jolla Reefs - Mission_Bay",1.9903594126099,0.046551357552548,0.162929751433918,"Nonsignificant"
"X48817_287.055_6.39_NA","La_Jolla Reefs - Mission_Bay",-1.76192134093807,0.0780825883704531,0.163973435577951,"Nonsignificant"
"X60891_430.258_7.852_NA","La_Jolla Reefs - Mission_Bay",-2.06273611852299,0.0391377063150883,0.164378366523371,"Nonsignificant"
"X6923_287.131_2.463_NA","La_Jolla Reefs - Mission_Bay",2.14868345679478,0.0316595009540325,0.16621238000867,"Nonsignificant"
"X86639_833.24_11.244_NA.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","La_Jolla Reefs - Mission_Bay",2.14529300586594,0.0319294273602709,0.167629493641422,"Nonsignificant"
"X68664_704.515_8.977_NA","La_Jolla Reefs - Mission_Bay",-1.79471889915414,0.0726984978658264,0.169629828353595,"Nonsignificant"
"X82270_532.364_10.574_NA","La_Jolla Reefs - Mission_Bay",-1.9066738463979,0.0565628357695777,0.169688507308733,"Nonsignificant"
"X27473_363.227_4.472_NA","La_Jolla Reefs - Mission_Bay",2.40200192749059,0.0163056225147116,0.171209036404471,"Nonsignificant"
"X85994_871.572_11.022_Pheophytin.a.Chlorophyll.a","La_Jolla Reefs - Mission_Bay",1.90215030227833,0.0571515078419058,0.171454523525717,"Nonsignificant"
"X67145_253.179_8.689_Massbank.AC000282.Walleminone..1R.4S.5S.6R.9R..5.6.dihydroxy.4.11.11.trimethyl.8.methylidenebicyclo.7.2.0.undecan.3.one.Massbank.AC000104.5.hydroxyculmorin..1S.3R.3aS.4R.6R.8aR.9R..Decahydro.1.5.5.8a.tetramethyl.1.4.methanoazulene.3.6.9.triol","La_Jolla Reefs - Mission_Bay",-1.84108245666416,0.0656094761188312,0.172224874811932,"Nonsignificant"
"X43676_317.065_5.853_NA","La_Jolla Reefs - Mission_Bay",1.73025562573475,0.0835846138898638,0.175527689168714,"Nonsignificant"
"X85503_442.316_10.951_NA","La_Jolla Reefs - Mission_Bay",-2.23576283121602,0.025367310855441,0.177571175988087,"Nonsignificant"
"X18359_416.248_3.682_NA","La_Jolla Reefs - Mission_Bay",-2.38730286525197,0.0169725025654423,0.178211276937144,"Nonsignificant"
"X61042_355.091_7.869_NA","La_Jolla Reefs - Mission_Bay",1.88405612580006,0.0595573840133973,0.178672152040192,"Nonsignificant"
"X80423_641.42_10.35_NA","La_Jolla Reefs - Mission_Bay",1.76644397869129,0.0773213923591805,0.180416582171421,"Nonsignificant"
"X92133_871.572_12.965_Pheophytin.a.Chlorophyll.a","La_Jolla Reefs - Mission_Bay",1.81620296400654,0.0693392435929007,0.182015514431364,"Nonsignificant"
"X50631_231.138_6.589_Dehydrocostus.lactone.CollisionEnergy.205060","La_Jolla Reefs - Mission_Bay",-1.75965866251194,0.0784656986619826,0.183086630211293,"Nonsignificant"
"X31235_444.28_4.789_NA","La_Jolla Reefs - Mission_Bay",-1.87161734226733,0.0612595623911614,0.183778687173484,"Nonsignificant"
"X19083_280.154_3.807_NA.Isovalerylcarnitine...40.00.eV","La_Jolla Reefs - Mission_Bay",1.75513511839237,0.079236198600921,0.184884463402149,"Nonsignificant"
"X87535_846.65_11.378_NA","La_Jolla Reefs - Mission_Bay",-1.93155333905552,0.0534146598032724,0.186951309311454,"Nonsignificant"
"X73020_293.174_9.517_NA.dihydroauroglaucin","La_Jolla Reefs - Mission_Bay",-2.09892447147954,0.0358235592565895,0.188073686097095,"Nonsignificant"
"X15323_372.186_3.395_NA","La_Jolla Reefs - Mission_Bay",-2.00619181702839,0.0448357865972108,0.188310303708285,"Nonsignificant"
"X92161_1296.362_12.976_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",-1.60472810191984,0.108553654683787,0.189968895696627,"Nonsignificant"
"X84960_223.205_10.827_NA.amyl.amine.C11.1","La_Jolla Reefs - Mission_Bay",-1.51764905211505,0.129102894080129,0.193654341120194,"Nonsignificant"
"X91129_1070.326_12.533_Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",-1.84786872342285,0.0646213360969274,0.193864008290782,"Nonsignificant"
"X12758_322.201_3.13_NA","La_Jolla Reefs - Mission_Bay",1.84786777284351,0.064621473644762,0.193864420934286,"Nonsignificant"
"X88253_700.234_11.593_Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",1.78567179695299,0.0741524144130683,0.194650087834304,"Nonsignificant"
"X79461_383.242_10.245_NA","La_Jolla Reefs - Mission_Bay",-2.08309206706105,0.037242832343052,0.195524869801023,"Nonsignificant"
"X81699_309.205_10.506_NA","La_Jolla Reefs - Mission_Bay",-1.72799385367496,0.0839893263220981,0.195975094751562,"Nonsignificant"
"X651_282.17_0.647_NA","La_Jolla Reefs - Mission_Bay",1.78001461104999,0.075073569548676,0.197068120065275,"Nonsignificant"
"X70295_683.462_9.211_NA","La_Jolla Reefs - Mission_Bay",1.98583586849034,0.0470515515976497,0.197616516710129,"Nonsignificant"
"X87851_579.482_11.458_NA","La_Jolla Reefs - Mission_Bay",-1.90554590111829,0.0567091467385962,0.198482013585087,"Nonsignificant"
"X64762_649.027_8.387_NA","La_Jolla Reefs - Mission_Bay",-1.66805775217179,0.095304262808682,0.200138951898232,"Nonsignificant"
"X54516_286.201_6.968_NA.NCGC00384597.01.3a.8.dihydroxy.3.5a.9.trimethyl.4.5.6.7.8.9b.hexahydro.3H.benzo.g..1.benzofuran.2.one","La_Jolla Reefs - Mission_Bay",-1.71668499337604,0.0860367435230289,0.200752401553734,"Nonsignificant"
"X569_248.128_0.64_NA","La_Jolla Reefs - Mission_Bay",1.97905055231099,0.0478103149180809,0.20080332265594,"Nonsignificant"
"X48644_382.28_6.37_NA","La_Jolla Reefs - Mission_Bay",-1.53461313199805,0.124878885028858,0.201727429662002,"Nonsignificant"
"X43467_360.253_5.834_NA","La_Jolla Reefs - Mission_Bay",-1.82977359636524,0.0672838005603827,0.201851401681148,"Nonsignificant"
"X2795_280.154_1.403_NA","La_Jolla Reefs - Mission_Bay",1.9767887802512,0.0480655104510369,0.201875143894355,"Nonsignificant"
"X67267_430.295_8.751_NA","La_Jolla Reefs - Mission_Bay",1.89536498609898,0.0580440640772405,0.203154224270342,"Nonsignificant"
"X87166_684.202_11.27_ACARBOSE.Contaminants.septum.vial.Thermo.C4000.53.and.C4000.54.serie","La_Jolla Reefs - Mission_Bay",1.82525005224567,0.0679633037795374,0.203889911338612,"Nonsignificant"
"X59950_549.36_7.726_NA","La_Jolla Reefs - Mission_Bay",-1.75852868110314,0.078657595887484,0.206476189204646,"Nonsignificant"
"X26539_344.068_4.391_NA","La_Jolla Reefs - Mission_Bay",2.06047434646321,0.0393532158502147,0.206604383213627,"Nonsignificant"
"X2565_166.086_1.151_Spectral.Match.to.DL.Phenylalanine.from.NIST14","La_Jolla Reefs - Mission_Bay",-1.64430828746296,0.100112538335266,0.210236330504058,"Nonsignificant"
"X75791_329.211_9.858_NA","La_Jolla Reefs - Mission_Bay",-2.16903940533284,0.03007969237242,0.21055784660694,"Nonsignificant"
"X76840_342.227_9.953_NA","La_Jolla Reefs - Mission_Bay",-1.43622525796283,0.150938254031959,0.211313555644742,"Nonsignificant"
"X59776_516.332_7.695_NA","La_Jolla Reefs - Mission_Bay",-1.5108637359357,0.130823171909114,0.2113297392378,"Nonsignificant"
"X869_254.175_0.653_NA","La_Jolla Reefs - Mission_Bay",1.63978474334339,0.101049931484402,0.212204856117245,"Nonsignificant"
"X60063_556.347_7.737_NA","La_Jolla Reefs - Mission_Bay",-2.04464194204472,0.0408901713153463,0.214673399405568,"Nonsignificant"
"X91178_832.239_12.595_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",1.49955487563678,0.133729743910157,0.216024970931792,"Nonsignificant"
"X27712_180.159_4.501_NA","La_Jolla Reefs - Mission_Bay",-1.86596194932179,0.0620466892837279,0.217163412493048,"Nonsignificant"
"X55096_535.345_7.113_NA","La_Jolla Reefs - Mission_Bay",-1.49616606583458,0.134610385125074,0.217447545202043,"Nonsignificant"
"X2132_180.088_0.991_NA","La_Jolla Reefs - Mission_Bay",-1.94286219935444,0.0520328102452321,0.218537803029975,"Nonsignificant"
