"","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","p_BH","significant"
"X92379_659.385_13.07_NA",0.707457444694163,0.235819148231388,-0.471638296462775,6.70448812345667,7.15278517790827e-10,119.039837498251,0.498518065898495,0.916396823489831,"Welch Two Sample t-test","two.sided",3.65559993465666e-09,"Significant"
"X59821_364.211_7.706_NA",-1.26025441517827,-0.420084805059422,0.840169610118845,-7.26635196528271,7.19229652760853e-10,62.3989407214296,-1.60690598735996,-0.913602842996576,"Welch Two Sample t-test","two.sided",3.6737280915178e-09,"Significant"
"X64762_649.027_8.387_NA",0.709984421374103,0.236661473791368,-0.473322947582735,6.67854793515214,7.24566235789042e-10,124.042178633652,0.499571416372076,0.920397426376129,"Welch Two Sample t-test","two.sided",3.69890859954743e-09,"Significant"
"X10514_310.201_2.887_NA",-1.11327682072228,-0.371092273574095,0.742184547148189,-6.99057500462605,7.52569806020031e-10,79.6651314130515,-1.43022277305295,-0.796330868391621,"Welch Two Sample t-test","two.sided",3.83971081724698e-09,"Significant"
"X49590_436.26_6.473_NA",0.824149835628995,0.274716611876332,-0.549433223752664,6.52637221609704,7.58419836866675e-10,168.523196421516,0.574855480059273,1.07344419119872,"Welch Two Sample t-test","two.sided",3.86738819786416e-09,"Significant"
"X54136_442.207_7.02_NA",0.709212346714127,0.236404115571376,-0.472808231142751,6.66594542053744,7.64664416333332e-10,124.462330227172,0.498637787306838,0.919786906121415,"Welch Two Sample t-test","two.sided",3.89704533256875e-09,"Significant"
"X52923_335.185_6.763_NA",0.848621426510814,0.282873808836938,-0.565747617673876,6.54278579151233,7.97022960777173e-10,158.12875691569,0.59244692022582,1.10479593279581,"Welch Two Sample t-test","two.sided",4.05968221814345e-09,"Significant"
"X5989_338.196_2.319_NA",-1.22724188215731,-0.409080627385768,0.818161254771537,-7.18622270683137,7.99363937599702e-10,65.2204138211469,-1.56828534376724,-0.886198420547366,"Welch Two Sample t-test","two.sided",4.0693263833463e-09,"Significant"
"X38756_421.148_5.466_NA",0.781261934673626,0.260420644891209,-0.520841289782417,6.4955384386801,8.00456158762409e-10,177.991776002291,0.543910116505156,1.0186137528421,"Welch Two Sample t-test","two.sided",4.07260626495121e-09,"Significant"
"X53785_437.301_6.926_NA",-1.01273950346763,-0.33757983448921,0.67515966897842,-6.79790860083654,8.01849513455825e-10,99.2486275749121,-1.30833521326911,-0.717143793666151,"Welch Two Sample t-test","two.sided",4.0774137451568e-09,"Significant"
"X62235_395.206_8.022_NA",0.729167045405158,0.243055681801719,-0.486111363603439,6.55214908797091,8.09865598690843e-10,153.581040129254,0.509316750362797,0.949017340447519,"Welch Two Sample t-test","two.sided",4.11587368546515e-09,"Significant"
"X15365_326.159_3.4_NA;domoic acid CollisionEnergy:102040",-0.937180185227863,-0.312393395075954,0.624786790151909,-6.66525295472884,8.18509767844774e-10,121.600233701917,-1.21553464334024,-0.658825727115489,"Welch Two Sample t-test","two.sided",4.15748089901938e-09,"Significant"
"X87092_476.292_11.25_NA",0.704903761444415,0.234967920481471,-0.469935840962943,6.67476234997741,8.24350947496787e-10,119.27648028442,0.495795699344118,0.914011823544711,"Welch Two Sample t-test","two.sided",4.18481229181507e-09,"Significant"
"X89946_1162.66_12.158_NA",0.704717114541096,0.234905704847032,-0.469811409694064,6.67564322211133,8.26108861426364e-10,119.004395931682,0.495687108656672,0.913747120425519,"Welch Two Sample t-test","two.sided",4.19139607594224e-09,"Significant"
"X59407_421.185_7.646_NA",0.710792575897856,0.236930858632619,-0.473861717265237,6.6288302201812,8.26963443819678e-10,129.579123651897,0.498649412242118,0.922935739553594,"Welch Two Sample t-test","two.sided",4.19339187462828e-09,"Significant"
"X22696_314.159_4.021_NA;NCGC00381248-01!4-oxododecanedioic acid",-1.14812601465834,-0.382708671552781,0.765417343105561,-7.03301025730662,8.44787738957415e-10,74.1678883832088,-1.47339284877753,-0.822859180539152,"Welch Two Sample t-test","two.sided",4.28138802820559e-09,"Significant"
"X45301_374.181_5.997_NA",0.726428622013568,0.242142874004523,-0.484285748009045,6.54786197983665,8.52566198690126e-10,151.631110445309,0.50723819926524,0.945619044761896,"Welch Two Sample t-test","two.sided",4.31840216071901e-09,"Significant"
"X58274_408.238_7.365_NA",-0.970761787777224,-0.323587262592408,0.647174525184816,-6.71345735363,8.58527788837654e-10,110.275629210889,-1.25731585891974,-0.684207716634708,"Welch Two Sample t-test","two.sided",4.34617742545209e-09,"Significant"
"X10728_280.154_3.112_NA",0.818873850923156,0.272957950307719,-0.545915900615437,6.49800874440478,8.72351593559619e-10,169.421630578987,0.570103760349348,1.06764394149696,"Welch Two Sample t-test","two.sided",4.41370099535006e-09,"Significant"
"X56883_384.224_7.324_NA",0.703573667902151,0.234524555967384,-0.469049111934767,6.66349340608844,8.77461928516592e-10,119.001522361465,0.494502259718496,0.912645076085806,"Welch Two Sample t-test","two.sided",4.43708779425631e-09,"Significant"
"X76775_366.263_9.962_NA",-1.27749697115417,-0.425832323718056,0.851664647436113,-7.25524560679462,8.84736462744064e-10,60.4267766189963,-1.62965641459466,-0.925337527713682,"Welch Two Sample t-test","two.sided",4.47138628086105e-09,"Significant"
