,metabolite,stats_ID,p,H,dof,stats_p_bh,stats_significant
2264,X27447_583.293_4.473_nan,27447,0.006454634884057207,17.912495408804126,6,0.04734817268180918,True
634,X4129_270.154_1.963_nan,4129,0.006457515851896545,17.911381367694293,6,0.04734817268180918,True
2416,X30059_657.366_4.686_nan,30059,0.006463404485579379,17.909105790873696,6,0.047353161630046506,True
3700,X48708_329.174_6.369_nan,48708,0.006510592794966455,17.89094280744837,6,0.047498945722988704,True
5120,X62568_327.18_7.904_nan,62568,0.006511279712673395,17.890679353386417,6,0.047498945722988704,True
7105,X79862_343.19_10.343_nan,79862,0.006514648626987122,17.889387661141768,6,0.047498945722988704,True
7058,X79524_326.232_10.251_nan,79524,0.006505634829505311,17.89284513917098,6,0.047498945722988704,True
1626,X17502_282.19_3.601_nan,17502,0.006489199245980522,17.89916140849628,6,0.047498945722988704,True
4219,X54301_442.861_7.011_nan,54301,0.006513388131609742,17.889870878131532,6,0.047498945722988704,True
185,X1356_408.702_0.713_nan,1356,0.006557105559263937,17.873164307390155,6,0.0477338939860477,True
7286,X81399_480.295_10.468_nan,81399,0.006559958718345083,17.872077732119813,6,0.0477338939860477,True
3827,X50123_283.19_6.524_nan,50123,0.006562622908332558,17.871063535911503,6,0.0477338939860477,True
2268,X27473_363.227_4.472_nan,27473,0.006631953830991974,17.84481021076317,6,0.04819961968935174,True
4173,X53999_283.152_6.967_nan;hexamethylolmelamine pentamethyl ether (putative),53999,0.006647713578411418,17.838879632773246,6,0.04827556857421454,True
8712,"X90802_1074.306_12.386_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",90802,0.006717486218089102,17.81278602567423,6,0.04874332377882372,True
6754,X76628_321.263_9.942_nan;Spectral Match to Nonaethylene glycol from NIST14,76628,0.006722967259022355,17.810747364670227,6,0.048744193236867024,True
8014,X87508_552.462_11.372_nan,87508,0.006740178725302887,17.80435605235706,6,0.04883004380115844,True
7349,X81906_776.573_10.519_nan,81906,0.006757906349165406,17.79778958342689,6,0.048888219386896366,True
5152,X62903_273.148_8.106_nan,62903,0.006758963019063872,17.797398710865536,6,0.048888219386896366,True
3830,"X50155_373.127_6.531_NCGC00385104-01_C20H22O8_beta-D-Glucopyranoside, 2-(hydroxymethyl)phenyl, 6-benzoate",50155,0.006776570558691038,17.790894209126236,6,0.0489377120886568,True
6248,X72209_295.19_9.224_Massbank:NA002994 [6]-Gingerol|5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one,72209,0.0067756000541939155,17.791252302025782,6,0.0489377120886568,True
9058,X92314_772.49_13.047_nan;Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14,92314,0.006785477837703463,17.787609955858986,6,0.0489631464288888,True
8305,"X88842_833.24_11.814_nan;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",88842,0.006811412856196701,17.77807104495518,6,0.04907239753450112,True
5940,X69412_299.2_9.366_nan,69412,0.006807816306055812,17.779391753632012,6,0.04907239753450112,True
5982,X69822_335.221_9.116_nan,69822,0.006829716161316489,17.771360241456932,6,0.04916530430616748,True
6125,X71027_494.31_9.317_nan,71027,0.00683703750698039,17.768680789688354,6,0.04917907042204565,True
6900,X77866_181.158_10.071_nan;Spectral Match to Curcumol from NIST14,77866,0.006843462418244863,17.766331702649765,6,0.049186371783938566,True
107,X711_308.185_0.649_nan,711,0.006864476787556764,17.758663290362165,6,0.04929843835107907,True
8527,"X89877_1177.208_12.136_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",89877,0.006892597715025997,17.748437111860746,6,0.04946132472376982,True
5360,X64801_291.158_8.27_nan,64801,0.006899176015139539,17.746050746879405,6,0.04946948606439171,True
6833,X77262_372.311_10.008_nan;Spectral Match to Lauroyl L-carnitine from NIST14,77262,0.006914642698493922,17.740448677454363,6,0.04954131711166804,True
5955,X69545_287.164_9.114_nan,69545,0.006932244854438249,17.734087886228735,6,0.0496283230051595,True
8279,X88719_846.292_11.774_nan;Contaminants septum vial Thermo C4000-53 and C4000-54 serie,88719,0.00696136233741456,17.72360013802733,6,0.049656141861659966,True
5725,X67687_337.2_8.654_nan,67687,0.006955207786690923,17.72581338244322,6,0.049656141861659966,True
6037,X70267_454.279_9.218_nan,70267,0.006959923895190293,17.724117247938022,6,0.049656141861659966,True
2183,X26133_356.17_4.439_nan,26133,0.006968899803726145,17.720892162881114,6,0.049656141861659966,True
92,X529_309.144_0.641_nan,529,0.006958429183219785,17.724654696132575,6,0.049656141861659966,True
8160,X88253_700.234_11.593_Contaminant vial septum ThermoFisher C5000-44B,88253,0.006967089455005693,17.721542305372093,6,0.049656141861659966,True
178,X1325_350.744_0.711_nan,1325,0.0069917588289632295,17.712696949356577,6,0.04978000882766929,True
420,X2761_284.206_1.252_nan,2761,0.00700306815227127,17.70865202449927,6,0.04982151458564193,True
7504,X83231_497.288_10.661_nan,83231,0.00704797864742713,17.692651422140216,6,0.0501018153732662,False
3033,X40185_400.248_5.696_nan,40185,0.007055760428055956,17.689888991201087,6,0.05011794829053496,False
5309,X64469_347.185_8.283_nan,64469,0.007064207299802132,17.686893799877225,6,0.050138776557221695,False
7295,X81469_269.247_10.485_nan,81469,0.007070808124936549,17.68455561525683,6,0.05014648008730352,False
1464,X15323_372.186_3.395_nan,15323,0.007087774553802173,17.678555350930992,6,0.050227627625229435,False
2320,X28295_613.34_4.542_nan,28295,0.007101001110023661,17.673887354204908,6,0.05028216673857876,False
6968,X78586_688.52_10.227_nan,78586,0.007132599422585762,17.662769489230943,6,0.05045314514030812,False
5986,X69872_403.211_9.051_nan,69872,0.007136245562080537,17.661489666462103,6,0.05045314514030812,False
5533,X66158_393.275_8.583_nan,66158,0.007160443677300809,17.653011958314963,6,0.0505848903760831,False
3416,X45569_256.154_6.026_nan;judaicin (eudesmane naphthofuran),45569,0.00718269738516464,17.645239922242695,6,0.050702705454904434,False
3148,X41864_249.148_5.691_nan,41864,0.007203814912062693,17.637886228770185,6,0.05081232364660513,False
4759,X59322_251.164_7.638_nan,59322,0.007217634331759679,17.633085226110097,6,0.050870334375472094,False
2198,X26426_165.088_4.379_nan,26426,0.007245005561481621,17.62360241155025,6,0.050984203223677166,False
4765,X59407_421.185_7.646_nan,59407,0.00724496680437607,17.62361581447902,6,0.050984203223677166,False
1803,X20121_316.154_3.797_nan,20121,0.007259572873987748,17.618569674647006,6,0.051015735813875675,False
8615,X90291_358.367_12.404_nan,90291,0.00726832867131919,17.61554941215909,6,0.051015735813875675,False
2137,X25286_539.267_4.299_nan,25286,0.007268834681824933,17.61537497442191,6,0.051015735813875675,False
4807,X59809_505.334_7.704_nan,59809,0.007271930665946202,17.614307947321382,6,0.051015735813875675,False
8115,X88059_1222.343_11.529_nan;Contaminant vial septum ThermoFisher C5000-44B,88059,0.007300699896610857,17.60441365113905,6,0.051178075142625984,False
3961,X51791_364.212_6.712_nan,51791,0.007321253342189756,17.597368017188387,6,0.05128261586070051,False
3445,"X45987_284.185_6.031_NCGC00384597-01!3a,8-dihydroxy-3,5a,9-trimethyl-4,5,6,7,8,9b-hexahydro-3H-benzo[g][1]benzofuran-2-one;""6-aminododecanedioic acid, chloride CollisionEnergy:102040""",45987,0.007340427747126734,17.59081235932058,6,0.051377343400212674,False
5022,X61817_267.159_8.002_nan,61817,0.00736209181847716,17.583425414364683,6,0.05146283447147867,False
2552,X32316_349.164_4.832_nan,32316,0.007363962565705427,17.582788520564804,6,0.05146283447147867,False
3118,X41555_369.259_5.671_nan,41555,0.007379749451553781,17.577420123499106,6,0.051494000010381416,False
3481,X46458_380.191_6.115_nan,46458,0.007376015396980963,17.578688899817433,6,0.051494000010381416,False
7850,X86449_1073.307_11.103_nan;Contaminant vial septum ThermoFisher C5000-44B,86449,0.007417040238324322,17.564783257363977,6,0.05171451675371529,False
3917,X51306_367.211_6.656_nan,51306,0.0074343160812682515,17.558949764681756,6,0.051755590973117105,False
3473,X46387_241.203_6.097_nan,46387,0.00743098008473,17.560075199508788,6,0.051755590973117105,False
908,X7342_328.139_2.623_nan,7342,0.007452621581228935,17.5527828933906,6,0.05176412178497592,False
555,X3577_231.084_1.738_nan,3577,0.007449459992243408,17.553846940863536,6,0.05176412178497592,False
7859,X86510_366.321_11.113_nan,86510,0.007442673485083079,17.556132448623885,6,0.05176412178497592,False
8773,"X91081_846.255_12.777_nan;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",91081,0.0074599418241422955,17.5503209079278,6,0.051775413026795225,False
4864,X60320_480.98_7.773_nan,60320,0.007472614099288018,17.546064420424372,6,0.05178801678168819,False
8029,X87560_856.607_11.401_nan,87560,0.007473149803956765,17.54588463669565,6,0.05178801678168819,False
6488,X74342_399.216_9.695_nan,74342,0.007496439427795734,17.538080622058487,6,0.05190984560359392,False
5299,X64405_517.165_8.33_nan,64405,0.007510618202333846,17.533341006752607,6,0.05191664209385133,False
4643,X58369_528.939_7.527_nan,58369,0.007504669473601205,17.535328464759544,6,0.05191664209385133,False
7761,X85820_534.318_10.997_nan,85820,0.007514551363342317,17.532027782436167,6,0.05191664209385133,False
4537,"X57309_207.138_7.387_nan;1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol",57309,0.007521923152459834,17.529568242275445,6,0.05192811336534913,False
1148,X10707_319.136_2.923_nan,10707,0.0075410294482603024,17.523204419889453,6,0.05202051573868184,False
8713,X90803_774.252_12.449_nan;Contaminant vial septum ThermoFisher C5000-44B,90803,0.007565101275848951,17.51520888726683,6,0.0521102258260378,False
8488,X89729_699.255_12.095_nan,89729,0.007565496930309051,17.515077675223704,6,0.0521102258260378,False
8885,X91586_524.43_12.726_nan,91586,0.007574496592822961,17.512094883353132,6,0.052132719925773174,False
7701,X85217_501.339_10.77_nan,85217,0.007633164526629011,17.492734012349384,6,0.05249677146453175,False
2616,X33400_291.046_4.979_nan,33400,0.007659935460547102,17.483947206875428,6,0.05264106818389588,False
6158,X71267_619.403_9.342_nan,71267,0.007673784729803682,17.47941323238727,6,0.05265664208556609,False
2849,X37203_269.047_5.296_nan,37203,0.0076720613201371945,17.479977010702918,6,0.05265664208556609,False
1801,X20069_325.128_3.827_nan,20069,0.007712543290268884,17.4667664211172,6,0.0528826874774696,False
3492,X46640_414.305_6.135_nan,46640,0.007729719050837392,17.461181674088763,6,0.052920636754678896,False
6233,X72028_612.374_9.435_nan,72028,0.007726911588605347,17.462093706777296,6,0.052920636754678896,False
7459,X82817_389.231_10.62_nan,82817,0.007741947065864314,17.457213014119134,6,0.052924648663788224,False
344,X2375_280.154_1.083_nan,2375,0.007737192617869047,17.458755371393522,6,0.052924648663788224,False
2974,X39183_410.265_5.474_nan,39183,0.007761672766432882,17.450823712532,6,0.05294297390044265,False
4508,X57051_508.961_7.354_nan,57051,0.007767919839770181,17.448803514829496,6,0.05294297390044265,False
1511,X15925_259.116_3.475_nan,15925,0.007761973522631911,17.450726417024725,6,0.05294297390044265,False
1604,X17201_409.149_3.748_nan,17201,0.007767731697315195,17.4488643339472,6,0.05294297390044265,False
5348,X64724_646.473_8.372_nan,64724,0.0077883383989232535,17.442211448546647,6,0.053039611948533266,False
3144,X41819_265.143_5.694_nan,41819,0.007793766120022047,17.44046193984036,6,0.053039611948533266,False
5229,X63723_422.244_8.227_nan,63723,0.007838671298947664,17.426032786121006,6,0.053305309985065184,False
4100,X53391_366.115_6.905_nan,53391,0.007852786591218804,17.421513709842316,6,0.05336138691133136,False
6573,X74979_401.287_9.763_nan,74979,0.007862004931616606,17.418566656075193,6,0.0533841290801032,False
5520,X66040_231.101_8.532_nan;2976435 - 40.0 eV,66040,0.007872312872211334,17.415275219971363,6,0.05341423032398914,False
6522,X74622_381.227_9.726_nan,74622,0.007890520311101469,17.40947156407934,6,0.053488196004219606,False
5539,X66250_295.19_8.639_nan,66250,0.007894980096531314,17.40805197462646,6,0.053488196004219606,False
7819,X86216_422.347_11.071_nan,86216,0.007908977873168856,17.403601391446728,6,0.05354313240718633,False
5002,X61543_356.295_7.933_nan,61543,0.007945161064040602,17.392132187436005,6,0.053748068745727046,False
8270,"X88671_849.272_11.769_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",88671,0.00796155409680313,17.386952613143404,6,0.053818921820174025,False
6877,"X77649_315.195_10.03_1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid",77649,0.007989891596200073,17.37802332719457,6,0.05397035244624893,False
7035,X79346_550.373_10.224_nan,79346,0.007997709448761027,17.37556527521997,6,0.053983054423263,False
1128,X10401_372.186_2.869_nan,10401,0.00802328487441532,17.36754018069808,6,0.05411550896007722,False
9053,X92306_787.463_13.05_nan,92306,0.008110884288678021,17.34023941068142,6,0.05462304512577764,False
5371,X64850_563.376_8.391_nan,64850,0.008134580191410352,17.332903478075142,6,0.05462304512577764,False
3866,X50603_249.148_6.596_nan,50603,0.00813091528957367,17.334036730100138,6,0.05462304512577764,False
3226,X43110_533.214_5.81_nan,43110,0.008131869845857722,17.33374151695405,6,0.05462304512577764,False
3692,X48644_382.28_6.37_nan,48644,0.00813201780818528,17.33369576002922,6,0.05462304512577764,False
6829,X77240_383.242_9.954_nan,77240,0.008121914012629012,17.33682218129718,6,0.05462304512577764,False
2630,X33592_267.122_4.993_nan,33592,0.00818850588801337,17.31628555350926,6,0.05490405275355277,False
7264,X81197_494.277_10.447_nan,81197,0.00818357565019143,17.31780046927709,6,0.05490405275355277,False
2638,X33776_537.353_5.006_nan,33776,0.008207812531414907,17.310361673828425,6,0.05496779665009379,False
5157,X62951_517.298_8.114_nan,62951,0.008210104251080881,17.30965939781157,6,0.05496779665009379,False
2632,X33630_356.264_4.996_nan,33630,0.008242846850278596,17.299646386080077,6,0.05497139508507723,False
1412,X14494_284.17_3.31_nan,14494,0.008246918488346387,17.29840392879055,6,0.05497139508507723,False
3703,X48766_209.153_6.378_nan;Spectral Match to Curcumol from NIST14,48766,0.008226527500486903,17.304632187436027,6,0.05497139508507723,False
8080,X87858_755.487_11.46_nan,87858,0.008239965582875644,17.300525961318293,6,0.05497139508507723,False
1155,"X10752_297.153_2.925_nan;(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(E)-3-(4-hydroxyphenyl)prop-2-enoxy]oxane-3,4,5-triol",10752,0.00824243414724155,17.29977235522813,6,0.05497139508507723,False
5412,X65184_321.242_8.44_nan,65184,0.008233394297536934,17.302533115360273,6,0.05497139508507723,False
8383,X89277_1174.355_12.011_nan,89277,0.008276657949831862,17.289346904063365,6,0.05512921178012549,False
2333,X28636_597.272_4.569_nan,28636,0.008333995967309302,17.271973340970735,6,0.05547049146030467,False
2661,X34153_564.358_5.036_nan,34153,0.008342911821063594,17.269282203876756,6,0.055489213077622675,False
2523,X31913_297.133_4.844_nan,31913,0.008354337217286319,17.265837655606404,6,0.0555245862423737,False
5581,X66594_334.202_8.651_nan,66594,0.008364969215906931,17.262636391352974,6,0.05555463850330593,False
8033,X87576_800.602_11.457_nan;DGCC (40:7),87576,0.008392056491011844,17.254498236939032,6,0.0556938522746567,False
6188,X71579_350.284_9.38_nan,71579,0.008419065520982719,17.24640883977895,6,0.055832344067669494,False
4681,X58669_438.306_7.557_nan,58669,0.008439121314265356,17.240418203943154,6,0.055924556114650595,False
513,X3319_282.169_1.55_nan,3319,0.008467895992139138,17.231847247800374,6,0.05607437025530156,False
1644,X17682_402.233_3.618_nan,17682,0.008517986323286477,17.216994065889025,6,0.056365015757875295,False
4951,X61126_253.143_7.85_nan,61126,0.008554818927442635,17.206125946388397,6,0.056526463436270664,False
8681,X90613_1369.383_12.393_nan;Contaminant vial septum ThermoFisher C5000-44B,90613,0.008552152061074366,17.20691133258838,6,0.056526463436270664,False
5838,X68641_278.183_8.977_nan,68641,0.008564223918865969,17.20335808525394,6,0.056547511888401875,False
3055,X40525_268.211_5.58_nan,40525,0.008572087163333993,17.201046210044197,6,0.05655835739407305,False
7289,X81412_484.364_10.387_nan,81412,0.00859633895767523,17.19392882125021,6,0.056599664910967594,False
5361,X64804_226.253_8.386_nan,64804,0.008597338326388678,17.193635944237506,6,0.056599664910967594,False
1022,X8887_430.134_2.72_nan,8887,0.008603458213307916,17.191843155309925,6,0.056599664910967594,False
276,X1928_180.102_0.886_nan,1928,0.00861855524826002,17.18742582361358,6,0.056599664910967594,False
6863,X77545_434.253_10.038_nan,77545,0.008588101173595455,17.196344257458144,6,0.056599664910967594,False
390,X2605_293.113_1.131_nan,2605,0.00862192431826772,17.18644106813997,6,0.056599664910967594,False
459,X2973_289.089_1.408_nan,2973,0.008617676417187812,17.187682760947414,6,0.056599664910967594,False
3162,X42053_354.191_5.704_nan,42053,0.008650002624320868,17.178248414160066,6,0.05674301865824339,False
2954,X38775_242.138_5.478_nan;Parthenolide [M+NH4]+,38775,0.00868512124376419,17.168037650910605,6,0.0569323160405941,False
5268,X64100_386.29_8.283_nan,64100,0.008695580078810715,17.165004448623957,6,0.05695980841249784,False
7818,X86210_546.379_10.982_nan,86210,0.008704826417337694,17.16232582177688,6,0.05697932454026949,False
5550,X66336_399.216_8.609_nan,66336,0.008732420413550712,17.15434827092281,6,0.05711882474820365,False
7815,X86202_550.373_10.964_nan,86202,0.008768852983571435,17.143852685316503,6,0.05727467312225431,False
7188,"X80620_265.179_10.25_nan;Spectral Match to Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy- from NIST14",80620,0.008774136885237094,17.142333986189048,6,0.05727467312225431,False
1600,X17165_277.101_3.573_nan,17165,0.008775145145105615,17.142044292540085,6,0.05727467312225431,False
8633,X90402_830.591_12.204_nan,90402,0.008793166878671828,17.136871699313815,6,0.05735112859460851,False
3833,X50237_382.222_6.662_nan,50237,0.008800300314073075,17.134827092285605,6,0.05735650928713433,False
7413,X82521_541.352_10.6_nan,82521,0.00882126120351938,17.128828472519423,6,0.05736974739799586,False
7941,X87092_476.292_11.25_nan,87092,0.008815269839563723,17.13054168319974,6,0.05736974739799586,False
6611,X75338_751.481_9.803_nan,75338,0.00881908405329987,17.1294508913128,6,0.05736974739799586,False
4877,X60462_350.248_7.793_nan,60462,0.008841782092177673,17.122969101698345,6,0.05746210348969221,False
6896,X77823_399.216_10.062_nan,77823,0.008861793833948183,17.11726775117654,6,0.057551021098754915,False
3010,X39859_340.233_5.526_nan,39859,0.008888879896814092,17.1095707083178,6,0.05768572164299338,False
5507,X65960_608.413_8.542_nan,65960,0.008906719472429814,17.10451360774366,6,0.057760266364716026,False
2384,X29464_248.149_4.642_nan,29464,0.008921992493588235,17.100191835481837,6,0.05781807252437935,False
4829,X60005_348.18_7.733_nan,60005,0.00894187136650751,17.09457745037855,6,0.05790562283781075,False
4841,X60063_556.347_7.737_nan,60063,0.008979785391684357,17.08390275664363,6,0.058068427298146645,False
3763,X49428_396.259_6.524_nan,49428,0.008978376872133464,17.084298545843836,6,0.058068427298146645,False
7505,X83250_499.341_10.738_nan,83250,0.009060815760576796,17.061233885819547,6,0.058509188135770045,False
3602,X47761_374.29_6.264_nan,47761,0.009054531110087659,17.062985045109297,6,0.058509188135770045,False
2102,X24789_460.181_4.194_nan,24789,0.009078987468008955,17.056177102516813,6,0.058584921262695114,False
3278,X43747_392.264_5.859_nan,43747,0.009093221901010709,17.052222800094764,6,0.05863515852765203,False
5303,X64430_607.074_8.337_nan,64430,0.009147202579785711,17.037281194928532,6,0.058941435758619196,False
6304,X72754_674.504_9.511_nan,72754,0.009160291896617573,17.033670963781447,6,0.058942232076466365,False
4921,X60891_430.258_7.852_nan,60891,0.009156136633246647,17.034816507978732,6,0.058942232076466365,False
7078,X79658_848.63_10.267_nan,79658,0.00918594871268753,17.026608860241367,6,0.059065520294027604,False
153,X1080_316.978_0.679_nan,1080,0.009217596521605798,17.017923919570727,6,0.05922712902787273,False
6994,X78826_245.226_10.178_nan;Spectral Match to cis-7-Hexadecenoic acid methyl ester from NIST14,78826,0.009239434545394972,17.011947804214632,6,0.05932552181266319,False
8984,X92084_775.552_12.947_nan,92084,0.0092589023894471,17.00663179458027,6,0.05940856776630419,False
719,X5024_253.127_2.148_nan,5024,0.009277770063526444,17.001489962565042,6,0.059487648390396636,False
7621,X84260_516.389_10.806_nan,84260,0.009320875978486274,16.989780498972145,6,0.0597219199410833,False
5558,"X66404_329.174_8.618_nan;Massbank:NA003096 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",66404,0.009382617547084056,16.973099549826088,6,0.0600751822099213,False
1847,X20792_490.285_3.901_nan;Spectral Match to Undecaethylene glycol from NIST14,20792,0.009398838743505908,16.968734592383864,6,0.06013669377618276,False
2817,X36786_337.164_5.157_nan,36786,0.009431318785032445,16.960016369961068,6,0.06025969809804286,False
8936,X91906_492.345_12.89_nan,91906,0.009426763703511197,16.961237285596905,6,0.06025969809804286,False
5290,X64342_219.138_8.245_nan,64342,0.009447979594057507,16.955555555555634,6,0.060323757351945825,False
2723,X35225_768.422_5.126_nan,35225,0.009473077285872515,16.948850143860554,6,0.0603973580469142,False
4404,X56153_355.211_7.243_nan,56153,0.00947060333347063,16.949510353182333,6,0.0603973580469142,False
1963,X22698_565.154_4.077_Massbank:FIO00721 Isoschaftoside;Anomalovicenin,22698,0.009479435760332881,16.9471540581932,6,0.0603973580469142,False
6831,X77246_357.205_9.992_nan,77246,0.00950614140449946,16.940042459586607,6,0.0605250963933537,False
4869,X60347_612.374_7.777_nan,60347,0.009523939195899568,16.935313687832558,6,0.060595979824435875,False
7428,X82640_428.3_10.626_nan,82640,0.009540675231831379,16.930874795846773,6,0.060660013432035594,False
3415,"X45568_247.133_6.024_""10,12-dihydroxy-9-methyl-4,13-dimethylene-6-oxatricyclo[7.4.0.0<3,7>]tridecan- 5-one CollisionEnergy:102040"";3-PHENYLLACTIC ACID",45568,0.009595755406786316,16.916318804992784,6,0.060887211819209065,False
4541,X57338_397.222_7.391_nan,57338,0.009583622857127699,16.919518123634695,6,0.060887211819209065,False
5429,X65359_470.332_8.465_nan,65359,0.009603196408792983,16.914358565546696,6,0.060887211819209065,False
5822,X68534_507.257_8.95_nan,68534,0.009600495165337447,16.915070004949914,6,0.060887211819209065,False
4704,X58834_404.279_7.583_nan,58834,0.0096169850297464,16.91072999795381,6,0.0609321448713967,False
7519,X83375_834.615_10.702_nan,83375,0.00965195068703627,16.901551020856026,6,0.061080913941699365,False
8968,X92029_1220.345_12.929_nan;Contaminant vial septum ThermoFisher C5000-44B,92029,0.00965390159857259,16.901039825096642,6,0.061080913941699365,False
7890,X86770_564.353_11.178_nan,86770,0.009675897773098666,16.89528307625588,6,0.06117751220654595,False
191,X1397_608.566_0.719_nan,1397,0.009691767413248318,16.891137578794094,6,0.0612123064953596,False
2448,X30681_253.107_4.739_nan,30681,0.009694865964949166,16.89032893390629,6,0.0612123064953596,False
7217,X80824_468.389_10.397_nan,80824,0.009704762302002116,16.88774790604813,6,0.061232268459266645,False
5200,X63347_344.295_8.18_nan,63347,0.009771582064208407,16.87038708781972,6,0.06154616745383399,False
8216,"X88475_704.545_11.787_nan;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",88475,0.009774710143631148,16.869577174424403,6,0.06154616745383399,False
4142,X53793_438.884_6.955_nan,53793,0.009774820259935799,16.86954866798371,6,0.06154616745383399,False
8101,X87985_593.597_11.508_nan,87985,0.00980755484107305,16.861088190667026,6,0.061709542294142675,False
8060,X87752_326.378_11.46_nan,87752,0.009817040283540752,16.858641705791477,6,0.06172650778558266,False
7576,X83928_413.287_10.767_nan,83928,0.009849401115856748,16.850312336599742,6,0.061887183790856636,False
4882,X60498_293.247_7.794_nan,60498,0.009859207948259913,16.847793366141104,6,0.061890543384292784,False
7565,X83807_221.153_10.745_nan,83807,0.009863550084012346,16.846678822988206,6,0.061890543384292784,False
1634,X17597_237.133_3.482_nan,17597,0.009889203040352977,16.840103846940792,6,0.06200871313302708,False
5570,X66518_265.143_8.638_nan,66518,0.009896439847711524,16.838251995088967,6,0.062011323980284756,False
5636,X66951_417.226_8.705_nan,66951,0.009957083115969717,16.822784939635767,6,0.06234025115237251,False
6990,X78806_475.305_10.174_nan,78806,0.00996264682406481,16.821370472682474,6,0.06234025115237251,False
6209,X71786_279.195_9.46_nan,71786,0.00997435750543556,16.818395743810015,6,0.06237060415365894,False
9019,X92208_997.309_12.989_nan;Contaminant vial septum ThermoFisher C5000-44B,92208,0.00998270904041275,16.816276358136275,6,0.06237992480785754,False
7574,X83901_430.389_10.758_nan,83901,0.009993970167588134,16.813421306799107,6,0.0624074016234281,False
3785,X49674_521.329_6.481_nan,49674,0.010041134912979859,16.801497185352172,6,0.06258578138135397,False
7155,X80350_727.456_10.337_nan,80350,0.010043186871468922,16.800979639860884,6,0.06258578138135397,False
887,X7019_308.185_2.447_nan,7019,0.010032198572674164,16.803752302025714,6,0.06258578138135397,False
4479,X56784_241.143_7.317_nan,56784,0.010075885742997906,16.79274606097806,6,0.06274654327077873,False
1662,X18057_372.223_3.718_nan,18057,0.010128321640788236,16.7795963645355,6,0.06284310093665517,False
1272,X12625_312.18_3.165_nan;Domoic Acid,12625,0.010123690636879661,16.780755064456685,6,0.06284310093665517,False
6006,X70025_351.216_9.254_nan,70025,0.010098914559971878,16.78696286065076,6,0.06284310093665517,False
7674,X84907_755.487_10.79_nan,84907,0.01011398298950775,16.78318562598652,6,0.06284310093665517,False
2156,X25551_342.212_4.313_nan,25551,0.010112264965427175,16.783616012325417,6,0.06284310093665517,False
